name,primary_type,mobile,website,address,rating,reviews,maps_url
Wood Expert Interiors,general_contractor,8512060736,,"Basement Floor, OM Tower 2, opp. Huda Ground, Sector 29, Gurugram, Haryana 122022, India",,,https://maps.google.com/?cid=12628337754551186927&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A2Y Realty,real_estate_agency,9873095311,,"1st floor, IFFCO Chowk, metro station, Sector 29, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13018511796062576967&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
E-tender services by Nandini enterprise New Delhi,service,6205027681,,"Millenium city centre, Sector 29, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=11508530537753391318&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bada Hospitality Pvt Ltd,general_hospital,8448026418,,"Sco Number 389 390, Sector -29 Road, Sector-29 Gurugram, NCR, Sector 29, Region, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=11031928065599960967&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Irenic Legal,lawyer,9654747331,https://ireniclegal.com/,"540, Block A, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=5709310503230789604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dress my Angel,clothing_store,8800216898,http://dressmyangel.com/,"A-540A, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=3854000594748603148&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alicorn Solutions LLP,manufacturer,9811307879,http://www.alicornsolutions.in/,"A-Block, 35, Block A, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=14861380040144181623&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shanti Marche,general_store,9818561207,,"Indian Tawa Story, Shop No 4,5,6,7 1st Floor, Neo Mart, Vakil market, Vakil, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=1085707460592670322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Microfresh Health & Dental Clinic,dental_clinic,9711536605,,"Shop No.10, Vakil Market, Chanderlok, Chakkarpur, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=8172834412516982593&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ocean Incorporation,store,8744034544,,"Shop No.20, 1st Floor, Vakil Market, Shiv Complex, Chanderlok, Chakkarpur, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=11807156743890189447&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Education Point( Tutition Center),educational_institution,8800318139,,"180, Nathuram Market, A Block, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=7572328742879822982&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mirae Asset Sharekhan - Authorised Partner,finance,8064171454,https://stockbroker-branch.sharekhan.com/mirae-asset-sharekhan-authorised-partner-brightmoon-capital-private-limited-stock-broker-sector-27-gurugram-545428/Home?utm_source=locator&utm_medium=googleplaces,"No 494, Lower Ground Floor, near Gas Godown, Nathuram Market, Sector 28, Chakkarpur, Sector 27, Gurugram, Haryana 122001, India",,,https://maps.google.com/?cid=9615146921638597674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Atul Bagaria,insurance_agency,9990334949,,"116, 1st Floor, Vipul Agora Office, No -116, Mehrauli-Gurgaon Rd, near Sahara Mall, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=3564938661840416553&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Health Care Clinic,medical_clinic,9990641173,,"H.No 71, Chakarpur, Sector 28, Near Yadav Choupal, Gurugram, NCR, Sector 28, Chakkarpur, Region, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=2153358706846813793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Satguru General Store,general_store,8510870204,,"House No 71, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=9295309166738432240&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HKI Film Academy,school,8826695678,,"Building No. 84, VPO - Chakkarpur, MG Road< Gurugram - 122002 Near Sahara Mall, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13490768660846556934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muskan Danto Ka Aspatal,dental_clinic,9250908344,,"Gurugram, Shop No. 1, Jyoti Market, Shani Durga Mandir Chakkarpur, A Block, Chakkarpur, Sector 28, Gurugram Delhi, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=5014377171958796987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Danto Ka Clinic,dental_clinic,8920165597,,"Gurugram, House No. 143, Shop No. 2, Near Haim Gold School, A Block, Chakkarpur, Sector 28, Gurugram Delhi, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=388197999714269929&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Singh Car Key Point,hardware_store,8851046324,,"A Block, DLF Phase 1, Sarhol, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=3289207364555544056&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Enter A Designe Experience Center,general_contractor,9811108771,https://enteradesigne.in/,"A-55/11, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=11237706351085426515&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Helping Hands Therapy Centre,physiotherapist,8630229144,http://thhtc.org.in/,"120, Golf Course Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13811024231903984703&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A & A Enterprises,car_repair,8377003597,,"Plot 24, Phase I, Udyog Vihar, Sector 20, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=7307017368719656665&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maths Gurukool,school,8802288022,http://mathsgurukool.com/,"Silver Oaks Apartments, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=3577594641777669872&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dayal Management Consultants,consultant,9810014098,,"4, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=8863737326680322901&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anisha photocopy and stationery store,store,8947061468,,"Shop num.3, Cluster_hauz Khas (Saket) 1 H-Block, near heritage public school, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=4855754087690418041&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Manju Shukla Tours And Travels Delhi NCR,taxi_service,9773533592,,"Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=1674409263739050308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Mother Mary Public School, Aya Nagar, Delhi",primary_school,9773619981,http://www.mmpsayanagar.in/,"Ishwar Colony, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=9029591475427550528&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ch.Harswaroop bhawan aya nagar,food_delivery,9953140052,,"A2/300, 47, Ishwar Colony, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=16968125429803817989&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DIRECTION TRANSPORT & TRAVELS SOLUTIONS PVT. LTD. | CAR RENTAL SERVICE | CAB SERVICE,taxi_service,9818559316,http://www.directiontravels.in/,"Ground, Floor H. No - A2, 88, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=16411910555229055436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Stela Global,electronics_store,7065988963,http://www.stelaglobal.com/,"A7/94, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=3982550937549846260&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subhash Car Rantial For Outstation,health,9971510407,,"F3G8+FQ9, IFFCO Chowk Flyover, Heritage City, Sector 17, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=8387265304080391480&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NARAYANA EDUCATIONAL INSTITUTIONS,school,9873338852,http://narayanaschool.org/,"Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=10141771886484490392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cobaltqube Media Pvt. Ltd.,service,9971375550,https://cobaltqubemedia.com/,"EC-2, Essel Towers, D-202, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=11380490822503727622&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Stratxglobal Solutions Private Limited,corporate_office,9971109910,,"703, Pearl Court 3, Essel Towers, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=50217747122574554&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ITRUSTE,corporate_office,9836007617,,"H13/1, 13th Floor, H-Block Pilot Court, Essel Towers, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=1058009593456554958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modebyzara,womens_clothing_store,8920996256,https://modebyzara.ueniweb.com/?utm_campaign=gmb,"Flat No 11 Ews, Essel Towers, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=4051082858953436932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MoneyGram,finance,9910121404,https://www.moneygram.com/r/in/en?utm_source=google&utm_medium=organic&utm_campaign=gbp,"1031, Maruti Vihar, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=6436561464901954428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Geetanjali Sikka | Best Periodontist Doctor Near Me | 12 Years Exp. | Gurugram,dentist,9953972547,https://www.apollo247.com/doctors/-7d8f0a44-361d-4924-aa20-c1639961b69c?utm_source=gmb_docverse&utm_medium=clinics&utm_campaign=doctors,"1030, Main Road, opposite Houseing Board Shopping Market, opposite Union Bank, Maruti Vihar, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=6862591882564922574&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aman Electronic All Electrical,service,9899514698,https://gmbwala.com/aman-electronic-all-electrial/,"1026 G F, Maruti Vihar, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=4938743065708582339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sher Khan General Store,general_store,9818897049,,"Sector 28A, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=14420476861913716813&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sai garments,clothing_store,9971752098,,"Shop no 14, Krishna Market Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=2295671709062677645&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Schneider Electric - M. S. Electricals,service,8071775541,https://retailpavilion-in.se.com/in/en/store/schneider-electric-m-s-electricals-electrical-store-gurgaon-haryana-122002-101539,"Shop No. 2, Phase-1, Krishna Market Rd, Block H, Sikanderpur, Maruti Housing Colony, Sikanderpur Ghosi, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13774327046701316145&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Geno Diets | Best Dietician & Nutritionist in Gurgaon,consultant,9602270319,https://www.genodiets.com/,"Block-A, A-14/15, Golf Course Rd, DLF Phase 1, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=17030116587560954771&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Levepa Gurugram,makeup_artist,9911001326,https://www.levepa.com/,"H, Block, 25/10, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=10225255876457499678&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"#Nutritionist #wellness #coach #Diabetes, weight management program",health,9910025736,https://www.jotform.com/build/220633489084460,"2nd Floor, 3, H-2 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=17263933169844775976&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mamta tour travel,taxi_service,8814956372,,"H16/6, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=16198509790216874599&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jayceetech Softwares,service,8527264450,http://jayceetechsoftwares.com/,"102, 101, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=4514416020557460418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MomDadICare,corporate_office,9213409447,,"100, 11 East, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13766761883855783709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mother Dairy Milk Shop 14148,food_store,7669920074,https://www.motherdairy.com/,"Milk Shop 14148 Shopping Complex Airforce Station, Mehrauli - Badarpur Rd, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=8148271041923135973&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saree Collection,womens_clothing_store,7206897218,,"489, Sohna Road, near by School, Block B, IFFCO Colony, Sector 17, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=6660316567239747725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Abhishek Singh,womens_clothing_store,9068009586,,"214, Sohna Road, near by School, Block B, IFFCO Colony, Sector 17, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=14929550653262037996&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sant Memorial Public School,government_office,9818984542,https://www.linkedin.com/company/smps-gurgaon/,"Sector 17-B, Block B, IFFCO Colony, Sector 17, Gurugram, Haryana 122001, India",,,https://maps.google.com/?cid=17059417160802913796&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yahya Khan General Store,general_store,9813271350,,"10 Iffco Chowk, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=9893456348191256246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LoadQuot,shipping_service,9999709477,,"318-319/2 Second Floor Badam Singh Market, Rangpuri (Mahipalpur, Off, Gurgaon - Delhi Expy, near Radisson Hotel, Sector 25, New Delhi, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=8332018151233425854&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajesh Das Bel Juice Shop,manufacturer,8287837288,,"10 Service Road Near Roca Iffco Chowk, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=9264320076715651396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Santosh Parking,parking_garage,7988313031,,"22, Sohna Road, near by School, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=5378836425063495563&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Abhay Vegetables Shop,food_store,9785797527,,"7 Honda Chok, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=1212501255126996375&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DANG and Associates,consultant,8699995566,,"2nd Floor, Vatika Business Centre, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=8527620953557917458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vijay Yadav G Shop,general_store,8433438515,,"32, 8, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13822303483249561079&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Moneytecture | Wealth Management Company,consultant,9999726005,https://moneytecture.com/,"Avanta Offices Business Centre Private Limited 1st floor, 01-069, 01-070, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=11269600352387344227&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Right Gold - MG Road, Gurugram",jewelry_store,8888000700,https://www.rightgold.com/,"M3M Jewels, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=1090254474743785415&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
House & Home Estate,real_estate_agency,9811744667,,"Beverly Park 1, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,https://maps.google.com/?cid=5856613591970339344&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lalita Devi Shops,juice_shop,9525038206,,"Chakkar pur, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=17205853263546672309&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jitendra Kumar fast food,fast_food_restaurant,8595598382,,"Sector 28A, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=2012327491888487860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"MyRaasta - RN Sports - Car Service Center on Golf Course Road, Gurugram",car_repair,9682008200,https://workshop.myraasta.in/myraasta-rn-sports-car-service-center-on-golf-course-road-gurugram-car-service-station-golf-course-road-gurugram-335005/Home,"54, Golf Course Rd, near Rapid Metro Station Dlf Phase 2, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=918864420986187301&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
VEDAROMA,health,9958132684,,"H33/18, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13519289141011122770&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Loop Charging Station,electric_vehicle_charging_station,8860212258,https://loopglobal.com/,"H8, 3, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=14479635333292473340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jai Ambe General Store,general_store,9717528472,,"G6588, Viridh Ashram Marg, Block H, DLF Phase 1, Sector 26, Gurugram, Sikanderpur, Haryana 122002, India",,,https://maps.google.com/?cid=7933649304986764588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sanjna Beauty Parlour,cosmetics_store,8178575097,,"near Shiv Mandir, Sikanderpur, Sector 26, Kherki Majra, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13833186792793052554&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Purple Inn,inn,8088988711,,"F4H4+44X, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=14773817620757531565&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wecure Medilife,drugstore,7529917328,,"near Sarva Haryana Gramin Bank, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=2395325371718300194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Total Water Treatment,service,9871131422,,"Shop Number 46, First Floor, Rao Jagmal Complex, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=13552961408398502062&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Suraj Paan Shop,store,9599472860,,"Dlf Phase 1 Suset Bulwera, Road, near Jio Tower, Arjan Garh, Aya Nagar, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=1391630567678806165&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
REVV IT AUTOSPORTS,car_dealer,9899297000,https://revvitautosports.com/,"542 GROUND FLOOR, Metro Station, 541, Mehrauli-Gurgaon Rd, near ARJAN GARH, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=15873994482343558713&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hanu light furniture,furniture_store,9737260668,,"Metro Station Pillar No 189, Parking Area, Mehrauli-Gurgaon Rd, Arjan Garh, Aya Nagar, New Delhi, Delhi 110038, India",,,https://maps.google.com/?cid=1559929649278133631&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bachon Ka Crash,child_care_agency,9953292678,,"155/A-1, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=15542209772385461362&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pooja cane furnitures,furniture_store,7042699130,,"Arjan garh, pillar -191, Mehrauli-Gurgaon Rd, Aya Nagar, metro, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=9766396010904334873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pain Rehab Healthcare,medical_clinic,8048055457,,"4, Mehrauli-Gurgaon Rd, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=10353960775385061333&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
