name,category,staff_potential,phone,website,rating,reviews,address,maps_url
The Altruist Business Stays (DLF Phase 3),hotel,HIGH,090560 88815,https://thealtruisthotels.com/gurugram/cyber-hub,4.6,366,"Plot No. 70, The Altruist Business Stays, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=7000718076692555287&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Anna's Hut,south_indian_restaurant,HIGH,083686 93202,https://magicpin.in/Gurgaon/Dlf-phase-3/Restaurant/The-annas-hut/store/a78967/?utm_source=gbp,3.4,22,"U-16/31, 32, near Yadav Properties, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15315028223252708110&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Atma Hub,health,LOW,092205 67568,http://theatma.in/,4.9,75,"CENTRAL ARCADE, 217, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11061671810958354321&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Bar,bar,HIGH,0124 383 1273,https://www.hyattrestaurants.com/en/dining/india/gurgaon/multi-cuisine-bar-in-gurgaon-udyog-vihar-the-bar-hyatt-place,4.2,100,"15, Hyatt Place, 1, Old Delhi Gurugram Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11770388811432014676&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Bar,bar,HIGH,0124 245 0505,https://www.tridenthotels.com/hotels-in-gurgaon/restaurant-in-gurgaon/the-bar?utm_source=GMBlisting&utm_medium=organic,4.6,5,"443, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12381316428052009411&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Berryco Waffle,dessert_shop,MED,072258 15610,,5,3,"U 5, 1, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9152258949845090756&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Body Shop,cosmetics_store,MED,095134 43828,https://stores.thebodyshop.in/the-body-shop-cosmetics-store-nh-8-gurugram-257988/Home?utm_source=locator&utm_medium=googleplaces,4.4,720,"SN 18, Ground Floor, NH-8, near Toll Plaza, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=2029590403053477815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Brand Bee,service,LOW,095825 55556,https://thebrandbee.com/,4.8,55,"Plot No. 484-485, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5095796816090516273&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Brand Pulse,service,LOW,,http://www.thebrandpulse.com/,,,"L 22/11, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1132822902118254898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The City Club,hotel,HIGH,,,4.5,73,"F4V3+XJQ, DLF City Phase 3 Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2269867253689492815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Clarks Hotels and Resorts,corporate_office,HIGH,092058 67733,https://www.theclarkshotels.com/?utm_source=google&utm_medium=organic,4.5,17,"Emaar Mgf Capital Tower, 707, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14935858074664973065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Conjoined,consultant,LOW,,https://theconjoined.com/,5,1,"3rd floor, JMD Empire Square, Mehrauli-Gurgaon Rd, Sector 28, DLF Phase 1, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3163499766050507571&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Cozy Corner,hotel,HIGH,096368 70519,,5,1,"S-49/16-17, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15535409587682323281&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Croffle Guys | Udyog Vihar, Cloud Kitchen",restaurant,HIGH,093548 55455,https://www.thecroffleguys.com/,4.7,7,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13064431075310700087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Desi Grubb,fast_food_restaurant,HIGH,,https://the-desi-grubb.grexa.site/,4.8,69,"Shop no 2, Housing board Market, Saraswati Vihar, Chakkarpur, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=17109060410963514290&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
THE DHOL WALA,,LOW,098998 80053,https://the-dhol-wala.grexa.site/,4.9,131,"Office No 12, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12240438143162869250&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Executive Search Pundits,employment_agency,LOW,,,4.7,3,"Your CoWork, C-7/3, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8074933764033929919&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Fio Table - Gurugram,restaurant,HIGH,093118 47292,,4.3,110,"Unit No. 2, Ground Floor, Global Gateway Towers, A, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6259812237938494333&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Floof Pet Bakery ( Gourmet Dog cakes and more , made to order)",dog_cafe,HIGH,097166 57130,,4.8,110,"floor Sector 46, 1581, P-3, near amity school, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1566543514142475247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Food Corner,restaurant,HIGH,099907 49508,,3.3,3,"Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8497682003740311337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Gambit Near Ambience Mall,lodging,HIGH,,https://www.booking.com/hotel/in/the-gambit-near-ambience-mall.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14750799&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14750799_grp-3_gendate-20260531,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18020401154403003625&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Ghar Company,home_improvement_store,MED,,,,,"Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16971889588873066625&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Grills King,buffet_restaurant,HIGH,0124 400 5772,,4.2,79,"Ground Floor, MGF Metropolitan Mall, Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=13311061213443357878&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Hariyali,store,MED,085954 63153,,5,3,"G32W+346, Moulsari Ave, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12355195756500622757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Healing Tribe,health,LOW,093100 98153,,5,5,"V13/9, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=12944039450212379299&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The India Fitness Connect Pvt Ltd (Gurugram) – Authorised Distributor of Precor, Crux, Assault Fitness, Ziva, gym80, PaviFLEX",wholesaler,LOW,091369 23965,https://tifc.co.in/,,,"Plot no 783, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3465277935475719634&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Kam Spa - Spa in MG Road,spa,HIGH,088000 02832,https://the-kam-spa.localo.site/,4.7,118,"LG 30, DLF City, Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11273813962317318213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Kitchens,restaurant,HIGH,,,4.6,109,"Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18268923892363625036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Knot Worldwide - India Office,,LOW,,http://theknotww.com/,4.5,2,"5TH FLOOR, Tower A, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7788485703848118538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Lalit Vibes,hotel,HIGH,099172 80722,,5,39,"57A, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3980615322524729434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Leela Spa,spa,HIGH,097175 96198,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/experience/wellness/,4.7,75,"NH-8, Hotel, Residences, The Leela Ambience, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13743138760042923607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Legend,hotel,HIGH,0124 404 4715,http://www.thelegend.in/,3.7,10,"C-1033, First Floor, Sushant Lok - 1, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7336058684433865826&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Liquor Warehouse,liquor_store,MED,,,4.3,1180,"Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6620966953285000320&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Local Talk,service,LOW,098784 34581,http://www.thelocaltalk.in/,5,1,"Plot 76D, Phase 4, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5790767346414818156&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
THE MANOJ BHATIA,general_contractor,MED,099715 09411,https://delhincrprops.com/,5,1,"BVM 30, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4292839082938062173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Momos Mafia,food_court,HIGH,093101 50591,,4,3,"Plot no. 243, Udyog Vihar Phase V Rd, opposite to SP infocity, Rajiv Nagar, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1954573002371431105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The National Media Centre - Gurgaon,association_or_organization,LOW,,,4.3,487,"Shankar Chowk, Delhi-Gurgaon Expressway (NH-8), Gurgaon, Haryana 122002, India, The National Media Centre, DLF City Phase III, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3407120281786195472&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Nine Unisex Salon,sports_activity_location,LOW,,,3,2,"QUTUB PLAZA, H-11 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10271609236700095243&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
THE NURSERYS,service,LOW,078277 34874,http://thenurserys.in/,4.9,9,"The Nurserys, metro station, near Udyog Vihar, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6290694227194992785&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Oberoi, Gurgaon",hotel,HIGH,0124 483 1234,https://www.oberoihotels.com/hotels-in-gurgaon/?utm_source=GMBlisting&utm_medium=organic,4.7,14160,"443, Shankar Chowk Rd, opposite Metro Station, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=18383545942659002468&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Paradise Resturant,fast_food_restaurant,HIGH,,,2.7,3,"138, Shankar Chowk Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9497045308204060074&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Pinecone Studio,service,LOW,099990 39111,,5,22,"1, V-9, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=7728497819552620083&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Professional Couriers,courier_service,LOW,085058 27204,http://www.tpcglobe.com/,2,32,"Plot No:1368, Shop No:3, Shankar Chowk Road, near Wine Shop, Udyog Vihar Phase 1, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1588455948659995466&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Raffles,wedding_venue,HIGH,,https://www.fnpvenues.com/wedding-venues-gurgaon/raffles/,4.4,70,"NH - 8, Golf Dr, behind the leela Hotel Ambience, near the Ritz, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3032116767012737896&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
THE REFRESHMENT CAFE,food_store,MED,074091 08677,,4.8,33,"Sewa corporate park, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11514303792239121053&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Ritz by FNP Venues,wedding_venue,HIGH,078278 12345,https://www.fnpvenues.com/wedding-venues-gurgaon/the-ritz/,4.5,1675,"Ambience Golf Drive, NH - 8, behind the leela Hotel, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15445133800963698074&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Safehouse Girls PG,service,LOW,098910 21122,http://www.safehousepg.in/,4.5,83,"V/814, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=18031384128541683721&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sashe House,store,MED,098703 76077,https://thesashehouse.com/,5,1,"Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14116661620782708039&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Seeya Sttory,,LOW,098186 52092,,5,2,"Cyber City, WeWork DLF Forum, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5145561635902171225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Skill Code,consultant,LOW,099999 60606,http://theskillcode.com/,5,7,"Block Q DLF City Phase 2 Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16644781086068000393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sleep Company Experience Store - Ambience Mall Gurugram,furniture_store,MED,073044 17550,https://thesleepcompany.in/pages/our-store,4.9,543,"First Floor, Ambience Mall, F-164, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17610044406886691912&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Spine Center,doctor,MED,,,3.9,11,"G36R+8V2 The Spinal Center, Phase III, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17534138563066465206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Studio Terrace Apartment,lodging,HIGH,,https://www.booking.com/hotel/in/the-studio-terrace-apartment.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-16071829&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-16071829_grp-1_gendate-20260531,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15770479185765761512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sweet Space,restaurant,HIGH,074282 24400,,4.9,76,"47, K-10, Phase I, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15922300211128414396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The tasty Tiffin,food_court,HIGH,,,5,3,"The Tasty Tiffin, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14633938566561241006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Village Cafe,vegetarian_restaurant,HIGH,099900 08431,,4.1,14,"F3RQ+QF9, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8407938046647594875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
thehalwahouse,confectionery,MED,087003 09220,https://www.thehalwahouse.com/,4.2,5,"K-11/3, Block H, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5246363972559249228&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Theka Chai Da,tea_store,MED,091365 76742,,4.6,17,"Shop No 80, D Block, Aerya Kapesjher, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=14377394170088082711&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Theme Music Institute Gurgaon (DLF Phase 1),educational_institution,LOW,098990 88659,http://www.thememusic.in/,4.8,111,"22/12 A, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6304707236200003777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
theyounixstore,gift_shop,MED,083402 42179,,,,"U Block, DLF Phase 3, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13815441736296006151&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Think IT Works (P) Limited,service,LOW,078883 15005,http://www.thinkitworks.com/,,,"Plot No. 76 D, Phase IV, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3803879270331294587&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Think1,,LOW,088754 69153,http://think1.co.in/,3,2,"14/7, DLF Phase 3, Pink Town, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11939191548383023553&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Thirst Corner Soda Shoppe,general_store,MED,093119 92888,,1.5,2,"Shop No. 02, Hanuman Mandir, Dundahera, Old Delhi Gurugram Rd, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13939404318196747288&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Threpsi Solutions,wholesaler,LOW,,,4.8,10,"17-20, Tenon Ln, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1546030942982052024&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Thrive gym,gym,HIGH,,,4.6,9,"G33Q+CJC, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11828730189978565849&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Thyrocare DLF Phae-1,medical_clinic,LOW,,,,,"Shop.No.9, Golf Course Rd, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13083962375525246187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
thyrocare pvt ltd,hospital,HIGH,022 3090 0000,http://www.thyrocare.com/,5,2,"19, Mehrauli-Gurgaon Rd, Sikanderpur, DLF Phase 2, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17136163184813880461&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TI Lab Deloitte,corporate_office,MED,,,4.5,2,"Tower10C-B Deloitte, DLF Cyber City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10577073030978143943&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Timber Soul Craft,point_of_interest,LOW,,,1,1,"86, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13197111382094605466&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Times hear Nishad,restaurant,HIGH,,,4.7,3,"F3QQ+P8H, DLF Phase 2, Sector 25, Shahpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10492406827908901146&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tiny Tot Play School & Day Care,school,MED,096672 79125,,,,"S 47 S Block Dlf Phase 3 Sector 24 Gurugram, 9, Road No S 47, S Block, Dlf Phase 3, Sector 24, Gurugram, DLF City, DLF Phase 3, Sector 24, Delhi NCR, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=17457823849063499704&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tiora Jewellery,jewelry_store,MED,078977 77767,https://tiora.co/,5,17,"Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3209251503090952857&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tipsyy Inn Suites 006,hotel,HIGH,084470 28439,,3.4,7,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=696296408331568482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tirupati Balaji Automotion Pvt. LTD.,car_repair,MED,093505 49310,,3.2,57,"OPP. Rapid metro station near piller no.63 M.G. Road Sikanderpur Gurgaon Haryana sikanderpur, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12719003462645531376&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TIS LIVING,manufacturer,MED,098710 12000,https://totalinteriorssolutions.com/,4.5,59,"Plot 101, 102, Plot number 105, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7154203415377390421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
