name,category,primary_type,mobile,website,address,rating,reviews,maps_url
A One Murdabadi Chicken Biryani Corner,restaurant,meal_takeaway,9311257875,,"1, Udyog Vihar Gurugram, Phase V, Udyog Vihar, Sector 19, Delhi, Gurugram, Haryana 122016, India",4.8,4,https://maps.google.com/?cid=3801468907041224792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sandy old furniture,restaurant,furniture_store,9079678603,,"Sector 42, Sector 43, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=2593743083257356774&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nempal Vej Briyani UP 38,restaurant,food_court,9873970969,,"Shop No 65, Iffco Iffco Metro, Sector 29, Gurugram, Haryana 122009, India",4.3,3,https://maps.google.com/?cid=5673799970469539153&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bablu Chaat Shop,restaurant,food_court,8800152242,,"1, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=8614444795138454428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Food Corner,restaurant,restaurant,9990749508,,"Sector 18, Gurugram, Haryana 122015, India",3.3,3,https://maps.google.com/?cid=8497682003740311337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Paratha Home,restaurant,indian_restaurant,9599840240,,"Shop No 117 Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.3,3,https://maps.google.com/?cid=11206801175557772634&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Samsudin,restaurant,fast_food_restaurant,9728760019,,"Shop 66, Sushant Lok Phase I, Sector 29, Gurugram, Haryana 122009, India",5,2,https://maps.google.com/?cid=7287316529680430180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pecorrano,restaurant,restaurant,9310133690,,"Shop no 29, Ground Floor, Neo Mart, Vakil Market, DLF Phase-IV, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,2,https://maps.google.com/?cid=8897101704752439346&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raghuveer Namkeen,restaurant,food_court,7078508634,,"90, Ifcco Chowk, Block C, Sector 17C, Sector 17, Gurugram, Haryana 122007, India",2.5,2,https://maps.google.com/?cid=8994126850606147756&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Parvesh Kumar ......,restaurant,fast_food_restaurant,9711144075,,"11 Sarhaul Near Iffco Chauck, Sector 18, Gurugram, Haryana 122015, India",3.5,2,https://maps.google.com/?cid=3770692373250680373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maa ki Rasoi,restaurant,indian_restaurant,8448552646,,"V block lane, no V-21, DLF PHASE 3, Nathupur, Sector 24, Gurugram, Haryana 122002, India",5,2,https://maps.google.com/?cid=8720045819822660999&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sachin Pal,restaurant,food_court,9773958027,,"IFFCO Maitro, Sector 29, Gurugram, Haryana 122009, India",5,1,https://maps.google.com/?cid=9871490764998328699&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Desi Khidki,restaurant,fast_food_restaurant,9050200031,,"F3F8+4HW, Sector 29, Gurugram, Haryana 122009, India",4,1,https://maps.google.com/?cid=4556824926724109115&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Nashta Company,restaurant,restaurant,9818051404,,"Shop No. 4&5, First Floor, Neo Mart, Vakil Market, DLF Phase 4, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4,1,https://maps.google.com/?cid=9150708685610014702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bature king,restaurant,fast_food_restaurant,9873820886,,"Shop No 729, near by Bijli Bord, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122009, India",4,1,https://maps.google.com/?cid=6722399567324679615&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel & restaurant,restaurant,hotel,8368786879,,"Arjan Garh, Aya Nagar, Gurugram, Haryana 122002, India",5,1,https://maps.google.com/?cid=1931737442264180564&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gauri Shankar,restaurant,restaurant,7979765098,,"H.No 220, Sector 37, Maruti Udyog, Sector 18, Sarhol, Gurugram, Haryana 122015, India",5,1,https://maps.google.com/?cid=690500417225313692&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotdoggin Foods LLP,restaurant,fast_food_restaurant,9667446867,,"BT India, 8th Floor, Building No 14, DLF Cyber City DLF Phase 3, Sector 24, Gurgaon, Haryana - 122022, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",4,1,https://maps.google.com/?cid=11897200396905236334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Between 2 buns,restaurant,restaurant,9809000901,,"V-23/1, V block, Sector 24, DLF phase 3 Gurgaon - 122001, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,1,https://maps.google.com/?cid=9832644792909154820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pushpendra Tea Stall,restaurant,restaurant,9870755437,,"Shop No.55, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",5,1,https://maps.google.com/?cid=3460482523470694298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anmol Food,restaurant,fast_food_restaurant,9205182542,,"Shop 1, Shankar Chowk Rd, Phase V, DLF Phase 3, Sector 19, Gurugram, Haryana 122016, India",5,1,https://maps.google.com/?cid=9620871323013025098&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jitendra Kumar fast food,restaurant,fast_food_restaurant,8595598382,,"Sector 28A, Chakkarpur, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=2012327491888487860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BITHI,restaurant,food_court,8348191937,,"Sector 18, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=10152054180956384353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
pankaj mahato Shop,restaurant,tea_store,9650311143,,"On Road, Sector 28, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=6521956881865375744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BALWAN SO BHAGWAN ZOMATO SERVICE,restaurant,restaurant,9350504490,,"Shop No -76, No -2, near Metro Station Gate, Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=1475306062233466603&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SUDHANSHU SWIGGY STORE,restaurant,restaurant,9236260608,,"Shop No 58, near Metro Station, Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=15483395346990660140&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raja Hotel,restaurant,restaurant,8851977229,,"Sukanderpur, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=6005344684154006614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRANSPORT INDIA PASS,restaurant,fast_food_restaurant,7290000731,,"Shaheed Ripon Katyal Marg, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=15555307316125719225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
shrreenie,restaurant,buffet_restaurant,9899220835,https://www.instagram.com/shrreenie/,"V28, 13, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",,,https://maps.google.com/?cid=1645270314330465872&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pasta Dal Cuore,restaurant,italian_restaurant,9810577069,,"50, Gulmohar Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=15774629866547635234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PATIENCE Food Cafe,restaurant,fast_food_restaurant,9548020337,,"Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=1479882483586289900&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ROYAL BITE,restaurant,meal_delivery,9999358896,https://www.royalbite.in/,"Sub. Major Laxmi Chand Rd, Sector 18, Sarhol, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=17902535156618146895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chhotu Roll Store,restaurant,food_court,9319902826,,"Shop 12, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=12947011739299720456&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pandit dabha,restaurant,vegetarian_restaurant,8512025613,,"Ganpact, Phase-4, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=11235442113325521863&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sauth Indian Fast Food,restaurant,fast_food_restaurant,7669700320,,"Shop No 99, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=6799211231737307393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Munesh golgappe,restaurant,food_court,8006726226,,"airtal tower, 17-18, Phase IV, Udyog Vihar, Sector 18, Shahpur, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=17968974934332465436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rehman Chicken Corner,restaurant,restaurant,9625945380,,"16, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=14892097986363744440&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Best Packers And Movers,warehouse,manufacturer,9205094005,https://bestpackersgurugram.in/,"16, Galli No. 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,111,https://maps.google.com/?cid=9445433964274262402&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mint Relocation Packers And Movers,warehouse,moving_company,9205238183,https://mintrelocationpackers.com/packers-and-movers-DLF-Phase-2-Sector-25-Gurugram/,"M-9/38, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,54,https://maps.google.com/?cid=1223863792820261837&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Go Global Logistics,warehouse,courier_service,9891118945,,"A2/212, Ishwar Colony, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",5,16,https://maps.google.com/?cid=12022973544702558463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Xtracare Logistics Pvt. Ltd.,warehouse,shipping_service,9999221851,http://xclpl.com/,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.2,16,https://maps.google.com/?cid=24196804108459802&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hii Style Furniture,warehouse,furniture_store,9999665133,http://www.hiistylefurniture.com/,"Cyber Hub, Dlf Cyber City, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",1,5,https://maps.google.com/?cid=16552462455033943147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DS EXPRESS LOGISTICS,warehouse,transportation_service,9717794554,http://dsexpress.in/,"House No 268, E Block, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=9962671450426259234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
H.P. Clothing (India) - Warehouse KG,warehouse,clothing_store,9886668768,http://www.hp-group.in/,"Plot No. 05, Gali No. 02, Rao Market, opp. Siemens, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",,,https://maps.google.com/?cid=5201702715731951598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
