name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Mukesh Gujjar,general_store,MED,9671524716,,5,1,"Shop No.2, Near, Peer Baba Chowk, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4927631586543157519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Munna Cold Drinks, New Delhi",general_store,MED,8920438567,,4.2,35,"G39W+54G, Gurgaon - Delhi Expy, D Block, Rajokri Village, Rajokri, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=5120448915999679846&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Music Masti Shanti,school,MED,8800694445,,,,"27, N-14, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6807564649051089924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muskan traders,furniture_store,MED,9711505076,,5,1,"Bhairo Mandir, Nathupur, Sector 24, Gurugram, Haryana 122022, India",https://maps.google.com/?cid=8451640849043012733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MUSSHK,cosmetics_store,MED,8065913405,https://musshk.com/,4.3,3,"House No .1816, Flat No .401, Sector 17A, Lane 10, Electronic City, Phase IV, Sukhrali, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7382561308350098304&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MyChoize - Self Drive Car Rentals in Gurgaon,car_rental,MED,9512341234,https://www.mychoize.com/self-drive-car-rentals-delhi?utm_source=google_maps&utm_campaign=maps_listing,4.7,1320,"Plot No 12, near Munjals Shobha Maruti Indl. Area, Udyog Vihar, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10797259946491878474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Myo Physio At Home - Physiotherapy At Home, Physiotherapist in gurugram",physiotherapist,MED,9466138704,http://myophysio.in/,4.9,47,"M.A-53, Moulsari Ave, DLF Phase 3, Road, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1038059852523925877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"MyRaasta - RN Sports - Car Service Center on Golf Course Road, Gurugram",car_repair,MED,9682008200,https://workshop.myraasta.in/myraasta-rn-sports-car-service-center-on-golf-course-road-gurugram-car-service-station-golf-course-road-gurugram-335005/Home,,,"54, Golf Course Rd, near Rapid Metro Station Dlf Phase 2, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=918864420986187301&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naturesum,store,MED,7838197122,https://naturesum.com/,5,1,"A16/3, A - 12, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9752926923175299391&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naveen Ranga,tea_store,MED,9813293404,,,,"Shop No, 1, Old Delhi Gurugram Rd, Noble Enclave, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9976983521591143194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Navratan Lohiya store,general_store,MED,9810437101,,2.7,3,"2/77, Block H, Virendra Gram, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12479724508259682985&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Neelam Cosmetic Shop,cosmetics_store,MED,9953265555,,5,1,"Shop No.2, Bank Wali Gali, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4455738263589564346&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
New Delhi Auto Mobile,car_repair,MED,9868422762,,,,"Shop No. 2, Gali No. 5, Shankar Chowk Rd, near Shri Hanuman Mandir , Dundahera, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11851452987656804255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
New tech polymer,corporate_office,MED,8527770237,,5,3,"Unit no 7, rao bharat singh market, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12107814179590750548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
New Vision Senior Secondary School,school,MED,9810840428,https://www.newvisionpublicschool.com/,,,"OPPOSITE SECTOR 21, VILL AND P.O. DUNDAHERA, near VISHAL MEGA MART AND PARK HOSPITAL, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1964882569359007263&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nightfly Travel India,travel_agency,MED,9971099551,http://nightfly.in/,,,"S-35/24, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18121633546130489058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NITESH GENERAL STORE,general_store,MED,9818349134,,,,"Sector 18a, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4753435738246008101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NiteshKumar Auto,car_repair,MED,9289684509,,3,2,"NiteshKumar Auto, Sarhaul, Sector 9, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6510928469559132337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nitish Kumar Store,child_care_agency,MED,9570176827,,5,2,"Gurugram 5688 Haryana 12202, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14555820279845922568&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nk Auto Electrician,car_repair,MED,9899486636,,5,4,"National Media Centre Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3741001336713440282&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NRK REALTORS,consultant,MED,9990009356,http://nrkrealtors.com/,5,1,"Near, CENTRAL ARCADE, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3334612222243621389&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nursed Ali Shop,store,MED,9625729038,,,,"Shop No 18, near Police Chowki, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=10479320088043678750&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nurturing Paths,service,MED,9717167067,http://www.nurturingpaths.com/,4.9,17,"National Media Campus, Shankar Chowk Rd, near Mothers Mount School, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13244844668514198483&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Oasis Studio,furniture_store,MED,9818887810,https://oasisstudio.co.in/,4.9,233,"852, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17838505365175819289&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OD Digital,corporate_office,MED,7838478100,http://oddigital.com/,,,"M-12/4A, Dlf City Phase-2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18322847376860063588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
od films,corporate_office,MED,9599754269,,,,"M-12/4A, Dlf City Phase-2,, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6429492959547555589&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Officebing,business_center,MED,7306247247,,5,1,"Woxa Tower, Plot number 698, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2223557477763905009&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ohri Sons Exclusive,clothing_store,MED,9211720013,https://www.ohrisons.com/,5,5,"UG Floor, DLF City Centre Mall, CS No. UG-18, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5511713301690190844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ola Electric Mobility Swapping Station,gas_station,MED,8033113311,,3.5,13,"F3PF+M79, Lane Number 6, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17483736663354820924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Om Sai Ram Medical Store,pharmacy,MED,8750707575,,3,2,"Shop No 01, Sector 18, Sarhaul Sabji Mandi, F3R9+4Q9, Sarhaul, Gurugram Delhi NCR, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5393242685209816231&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Omega Technologies,corporate_office,MED,9999366135,,,,"V 21/7 , DLF City, Phase - III, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15356101377628577084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
One Eyed Jack,corporate_office,MED,9582555755,https://oneeyedjack.in/,4.8,15,"Plot No. 484-485, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15814972437550162017&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Orix Multi-brand Car repair Workshop,car_repair,MED,9818648119,,5,2,"Maruti industrial area, Plot no. 12, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8696299844751774036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OTH Infrastructure and Communications,corporate_office,MED,9582944760,,5,3,"Plot no 28, sec 18, Hartron Electronic City, Udyog Vihar, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15830259070991758955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Oye Furnitures,furniture_store,MED,9810068271,,2,1,"18, H-3 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5403646538581312487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pandey Real Estate world,real_estate_agency,MED,8447157955,,,,"House number 78, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10293827198366233740&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pankaj Kumar Paan Shop,store,MED,8130691281,,,,"Shop No-2, Palam Vihar Chowk, near Wine Bear Discovery, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5958862964500201144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PARI MEDICAL STORE,pharmacy,MED,9812346080,,5,94,"SHOP NO 2, near MOTHER DAIRY, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=508764195008499269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Patuh Healthcare,store,MED,9667745479,http://patuhhealthcare.com/,5,2,"Lower Ground Floor, Enkay Center, Vanijya Nikunj, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6500493218364231439&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pawan General Store,general_store,MED,8882228050,,3,3,"Lane Number V-37, Balveer Market, U Block, DLF Phase 3, Nathupur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2920695619921223419&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Pediatric Hospital | Vaccination & Intensivist | Narayana Hospital, Gurugram",health,MED,8062154274,https://www.narayanahealth.org/c/gurugram/paediatric-medicine/dr-bilal-khan?utm_source=Googlemaps&utm_medium=GMB,,,"Block - V, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=9712949103654891290&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pet Shop,pet_store,MED,9812221952,,,,"Shop Number 53, Dunira Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6438816509875519610&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
pH Laboratories,corporate_office,MED,8389190961,https://www.phlaboratories.in/,,,"Bldg no, 22, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2588051291612910069&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Physio 4 U,physiotherapist,MED,9716560218,,5,11,"Phase I, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5119997387476914247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Piyush,book_store,MED,8307601099,,,,"2 S 50hunman Chowk, Gurugram Rd, Sector 21, Delhi, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14942125381652788712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Plaksha Office, Gurugram",university,MED,7303580960,https://www.plaksha.edu.in/,5,6,"Ground Floor, Nagarro Corporate Office, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5657060204044721501&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Poshista,clothing_store,MED,9810932002,,5,12,"649, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10138712605415075584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pradeep Stall,tea_store,MED,9871289594,,,,"Shop 1, Sikanderpur Rd, near City Court Mall, Sikanderpur Market, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12571785028598165779&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pradhuman Gas & Electronics Store,electronics_store,MED,8576099792,,,,"Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15377700497833076820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PRASHANT KUMAR PANDEY SWAP STATION,electronics_store,MED,9718929880,,,,"Shop No -49, Gate No -2, near Metro Station, Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1715962733692535750&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prasidhi Realty Solutions | Real Estate Consultancy in Gurgaon,consultant,MED,9818967675,https://prasidhirealtysolutions.in/,,,"2, Basement, Q-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10603619652239784640&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Praveen General Store,general_store,MED,9991991573,,4.5,2,"F3X9+MWC, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1883452394004545536&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prerna Designer Boutique,clothing_store,MED,7011056100,,4.5,8,"Yen cable network market, near Radha Krishna mandir, opp. power house, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=616595079263093632&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prime Vacations,travel_agency,MED,8287977251,http://primevacations.in/,4.5,125,"BJW, Plot No, 378-379, Electronic City, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12490763541359204641&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Primedeals-A Real Estate Enterprise - Your Property Our Priority,consultant,MED,9810299636,http://www.primedealsindia.com/,,,"J5/8 FIRST FLOOR DLF PHASE 2, Dakshin Marg, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7336054755428723330&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Printing Ustad ( tshirt printing, mug printing, diary pen printing, corporate gifting, employee gifts)",clothing_store,MED,9992448375,,5,102,"DLF oakwook estate, Akashneem Marg, DLF Cyber City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9519324951978566334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
priti gupta,jewelry_store,MED,9873627591,,1,1,"Preeti Gupta Old Delhi, near Chawri metro, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12387171771920546894&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Priya General Store,general_store,MED,8285345516,,4.2,25,"U-16 47, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16209061201859861731&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Priya Workshop,car_repair,MED,8745056287,,3.7,3,"Shop No 12, Sikanderpur Rd, Sikanderpur Market, Block H, Block 8, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3191165207394948860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PRIYANKA CLOTHES STORE,clothing_store,MED,7690849369,,,,"Shop No 59 , Gali, No 05, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13156427675952034304&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pure Home + Living,home_goods_store,MED,9915767786,https://www.purehomeandliving.com/,4.9,1731,"2nd Floor, Shop No 212, Ambience Mall, NH-8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=693120609215954221&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PUSHPAN - The Family Clinic,doctor,MED,9625232142,,4.8,33,"N-12/8, near Gauri Shankar Mandir, DLF Phase 2, Sector 25, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=9229108421705693710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pushpendra Vegetables Shop,food_store,MED,6389069032,,,,"Shop No.5 Sector.20, Dundahera Village, Market, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4030305150092339206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Qandle,,MED,9015865865,https://www.qandle.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,4.3,23,"Ground Floor, PDS Towers, Plot no. 222, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11427846502457886720&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Quality Wash,laundry,MED,9654802503,,4.8,20,"Nr. Mother Dairy, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1742943654195672139&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Quattro Gateway,real_estate_agency,MED,9999005501,https://quattrospaces.com/,4.9,9,"Plot No- 397, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6751097289867222594&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Queen Elizabeth's School, Gurugram - Admissions Suite",,MED,8448143444,https://www.qegurugram.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,,"1st Floor, Tower 1, Atrium Place, Block C, Vanijya Nikunj, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122006, India",https://maps.google.com/?cid=109533441376510236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
QUICKDOCS-NRI & Global Services LLP- NABC DELHI | APOSTILLE | BIRTH CERTIFICATE | PASSPORT | PCC | NAME CHANGE | VISA,consultant,MED,9999002343,,4.9,228,"91SpringBoard, Plot, 90B, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17814649697482685489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
R D Rajpal Junior School,school,MED,9910055643,http://rdrajpalschooldwarka.com/,,,"F3XX+XX6, Lane Number V-39/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6437435966191502942&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rahul General Store,general_store,MED,9205704805,,5,1,"Shop No.831, Sector. 28 Chakkarpur Market, near Yadav Chawpal, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11490796408417966901&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rahul Kumar Store,store,MED,7075016814,,1,1,"Dhunda Hera, near Hanuman Mandir, Udyog Vihar Phase 1, Udyog Vihar, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1145391156513525867&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RAHUL KUMAR SWAP POINT,electronics_store,MED,6203934616,,4.6,5,"Shop No -26, Platina Tower 2 Metro Station Sikanderpur, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=636384820801291615&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raj Bartan Bhandar,hardware_store,MED,9650237248,,,,"Shop No. 973, Mather Dairy Nathupur, near CHR, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=7189499801120795309&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raj Properties,real_estate_agency,MED,9810411816,,,,"50, U-14 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9516923217717505235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajasthan paneer and sweets,food_store,MED,9266610901,,,,"Holi chock, IDPL Twp, Dundahera Village, Sector 19, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=1249245219525839898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raju Automobile,car_repair,MED,9717571537,,4.4,9,"131, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5279520317993473102&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raju Bike Repair Point,car_repair,MED,9891309040,,2.8,4,"Shop No-4, Shankar Chowk Rd, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3140741979092883150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
