name,type,staff_needs,phone,phone_source,contact,source_note,website,rating,reviews,address,maps_url
Itsy by Treebo - Nyra,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D57531276%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,"Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9503720001605992704&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lakshmi Residency By OYO Rooms,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9011321847760954643&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Limewood Stay - Cyber Hub,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://staylimewood.com/,4.9,75,"Plot No. 70, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18080474426243438062&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Liquid,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.5,39,"1, Old Delhi Gurugram Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13743964745209903420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lutyens villa Guest House with Free breakfast,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/655206321811a9820ec3f7f6?dest=ago&cat=Apartment&lat=28.48353&lng=77.08882&language=en,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12882349123241580200&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lutyens villa Guest House with Free breakfast,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.agoda.com/lutyens-villa-guest-house-with-free-breakfast/hotel/new-delhi-and-ncr-in.html,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7613955806834462523&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Luxotic stay in Gurugram,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/655202cc1811a9820ec15828?dest=ago&cat=Apartment&lat=28.4841&lng=77.07966&language=en,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14462048360692607625&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MANDAL,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"F3QX+Q4X, Mata Mandir Rd, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16685616122916077306&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maya Appartments,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.6,13,"House no, 46, Mata Wali Gali, near peer baba, VPO, DLF Phase 3, Nathupur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14758436384743548259&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meera Suites @ DLF 2 - Suite 2,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4619519477155002468&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
mh236138,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9550915630217528769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
mh245038,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.campaya.co.uk/mh245038,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1054409278863516449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MISTIC HOTELS,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"PLOT NO 27, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14553716822508856627&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nambardar Farm,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=7878440851073282460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naveen building,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,1,"42, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8856450857832241365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Neillohit House,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,1,"A55-11, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3562074886369541250&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Olive Studio Cybercity | Lift, Balcony, Mg Road",Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4323921658731513359&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Flagship 493 Moulsari Avenue,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.9,13,"V27-16, V Block, DLF Phase III, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15577154634400397452&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Townhouse 933 Hotel SR68 - Classic Triple Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/62df0bf3ba45448493897d29?dest=bkng&cat=House&lat=28.48704&lng=77.10783&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=17051334716613138938&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Posh Classic - Deluxe Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/67d16d06a21d9499fe9c4128?dest=nuit&cat=&lat=28.48696&lng=77.10753&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5244763303030049929&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Private room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D136196330%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,"Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=8879274663054297919&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Quaint Cozy 3BHK Triplex Apartment near Cyberhub, Gurugram",Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.booking.com/hotel/in/quaint-cozy-3bhk-triplex-apartment-near-cyberhub-gurugram.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15272473&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15272473_grp-1_gendate-20260531,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10066425733259936150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
rajeev nagar in gurgaon,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"F3W9+9QJ, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7273246533874642493&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RAMUDGAR SINGH,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,2,"Ambience Caitriona Block-I, AMBIENCE CAITRIONA, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13843752868648523207&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rohit Singh,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"F3W9+9QJ, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2303285338209458730&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Royal Crown HOTEL,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.1,125,"122001, DLF Phase 3, Sector 24, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=9003385748433291612&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sector 19 gurgaon,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"G33F+JW5, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4422883366592819187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
shahsi yadav house,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.3,3,"G454+WXM, near Desh Raj Public School, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=9627786273971511443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Silver linings Apartment,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.5,4,"safal's park front, 55, Rd Number 44, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16885740717007697162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Some Finer Stays - Garden Estate,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"TG-1/14, Mehrauli-Gurgaon Rd, Garden Estate, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17284252945458551443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Station Headquarter,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.9,20,"371, Rao Gajraj Singh Marg, Electronic City, Phase IV, Sector 22A, Sector 18, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13025434306278711288&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
StayKar by Loomstay - Double Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/662648a34338d48a8fc9d1f4?dest=bkng&cat=House&lat=28.47863&lng=77.07341&language=en,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12303061526629129533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
STEPiNN Heritage - DLF Phase 2,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3,1,"F3PJ+QVW, M-5, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13333258605728840144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Studio Apartment in MG ROAD @Bedchambers,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.agoda.com/studio-apartment-in-mg-road-bedchambers/hotel/new-delhi-and-ncr-in.html,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=628176267980295626&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Studio apartment with balcony near Galleria market,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16211762096607345480&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sudershan Homes 305 | Managed By StayO Living,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.stayoliving.com/,4.7,24,"Plot no 305, Sector 22 Rd, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2044719903015482507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Super Luxury Home Stay near iffco metro Gurgaon - Double Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16368204158506129181&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Swadlok,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"V39, 14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=2442116054875610738&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
T1/1 Siris inn hotel,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.1,17,"F4Q5+W3C, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15390182823017767013&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course MG Road - Junior Suite,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/5d4a95a5e24da42a849daea0/531310703?dest=bkng&cat=House&lat=28.47879&lng=77.09475&language=en,,,"Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17867603316561707130&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course MG Road - Premium Double Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.freecancellations.com/search/F2giQ1MAHXIAXFIBVVhYTQ8KV0tkFFNF?lat=28.47879&lng=77.09475&language=en,,,"Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=441877917207529814&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course MG Road - Superior Double or Twin Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/5d4a95a5e24da42a849daea0/531310702?dest=bkng&cat=House&lat=28.47879&lng=77.09475&language=en,,,"Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6055613341400620372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Gambit Near Ambience Mall,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.booking.com/hotel/in/the-gambit-near-ambience-mall.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14750799&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14750799_grp-3_gendate-20260531,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18020401154403003625&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Studio Terrace Apartment,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.booking.com/hotel/in/the-studio-terrace-apartment.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-16071829&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-16071829_grp-1_gendate-20260531,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15770479185765761512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Iffco Chowk - [Sanitized] Deluxe Double Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/67d16ff6a21d9499fea0e752?dest=nuit&cat=&lat=28.48077&lng=77.07653&language=en,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14966213084513213214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Trend Casa Cyber,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=9601449946032273027&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Zion Residency Inn,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.4,14,"F3XX+QX8, Lane Number V-39/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16531973059770781206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
U Turn for WelcomHotel By ITC Delhi Gurgaon,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,4,"G34W+H34, Gurgaon - Delhi Expy, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8017765042535256168&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vedas 13 Stay's - Double Room with Garden View,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/65ca01b3671b07d23c69f190?dest=bkng&cat=House&lat=28.50016&lng=77.0982&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6023234692311317748&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Visva Nivas,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.3,8,"Visva Nivas, 8, Street Number 28, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2961185760624064424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
VR Signature Homes,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,1,"22 BVM, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15492113819187840038&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ZO Rooms MG Road Gurgaon,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.7,7,"108,, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16488018456811326038&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
रागिनी,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"59, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3672110320164935136&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gate No. 3 Anand Farm House,Hostel,"cleaner, cook, warden, guard",,,,,,,,"74, 22 Rd, Sector 21 Rd, Cartarpuri Alias Daulatpur Nas, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7987696422925811214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ghanshyam patairiya,Hostel,"cleaner, cook, warden, guard",,,,,,,,"A-35/21, A-35 St, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6575128334873785582&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
2nd home residency,Guest House,"cleaner, cook, warden, guard",,,,,,5,1,"Park Hospital, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9077612158381757149&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aavaas: Stays by Raag,Guest House,"cleaner, cook, warden, guard",,,,,,4.8,11,"A-55/8, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15651997767994058011&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bajoria Home Gurugram,Guest House,"cleaner, cook, warden, guard",,,,,,5,1,"J5/14, Block J, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15252716005586847040&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurgaon guest house,Guest House,"cleaner, cook, warden, guard",,,,,,5,2,"F3MP+Q99, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5816930904985697772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maxfort Sikanderpur Metro,Guest House,"cleaner, cook, warden, guard",,,,,,,,"Q-3/8, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9350311322959396295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Stay Karo Apartment,Guest House,"cleaner, cook, warden, guard",,,,,,5,4,"V15, 1, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8062205241250087371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The City Club,Guest House,"cleaner, cook, warden, guard",,,,,,4.5,73,"F4V3+XJQ, DLF City Phase 3 Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2269867253689492815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yashika Homz,Guest House,"cleaner, cook, warden, guard",,,,,,5,1,"S-5/16, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7539583165866636030&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A5 Tower,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,,,"SAHARA GRACE CONDOMINIUM, Mehrauli-Gurgaon Rd, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17398871489749920610&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aashiyana Apartments,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,4.3,28,"U-27A Ln Nathupur, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6687383635189200146&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Abhishek Residency,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,,,"Abhishek residency, Gali No. 1 , plot, 2, near Rebel public school, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6032209960638417775&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Apartments,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,,,"U -64, 37, Garden Estate, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13032955690083075734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ambiance Corporate Tower 2,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,4.5,2,"Ambience Lagoon 2 Ambience Corporate Tower, AMBIENCE LAGOON-1, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=432109781802493911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ananta Tower,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,,,"Plot 6A, Sector 37, Maruti Udyog, Sector 18, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=5499936391072035208&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arun Villa,Apartment Society,"cleaner, guard, gardener, property mgr",,,,,,4,5,"MA 86, Moulsari Ave, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5509041240235599730&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
